Delivery_Surcharge_Amount,Actual_Delivery_Time_Minutes,Delivery_Distance_km,Outlet_Location_Type,Item_Weight_kg,Weather_Condition,Day_of_Week,Time_of_Day_Peak,Realtime_Courier_Availability,Local_Order_Volume
76.16,48.6,13.5,Tier 3,3.79,Clear,Thursday,Afternoon,50,298
76.29,45.4,5.43,Tier 1,6.58,Clear,Wednesday,Afternoon,36,107
102.09,33.9,2.97,Tier 1,11.96,Clear,Wednesday,Dinner Peak,27,317
44.53,33.3,9.99,Tier 2,6.86,Clear,Monday,Afternoon,39,129
82.42,21.1,14.97,Tier 1,2.77,Clear,Wednesday,Off-Peak,34,497
13.59,34.8,9.03,Tier 3,9.65,Clear,Sunday,Afternoon,6,123
84.56,90.7,18.33,Tier 1,12.38,Fog,Friday,Morning Peak,48,32
48.28,35.7,14.57,Tier 2,11.68,Clear,Sunday,Morning Peak,30,83
57.85,94.5,8.76,Tier 1,9.2,Rain,Saturday,Morning Peak,22,293
121.27,30.9,13.63,Tier 1,8.97,Clear,Thursday,Afternoon,24,124
66.98,26.0,8.02,Tier 1,10.4,Rain,Monday,Afternoon,38,396
93.74,61.6,13.77,Tier 1,7.14,Clear,Saturday,Off-Peak,22,152
46.77,61.2,16.25,Tier 2,6.81,Clear,Wednesday,Afternoon,1,268
49.66,95.7,11.94,Tier 2,11.27,Rain,Sunday,Afternoon,29,106
49.91,47.9,10.71,Tier 2,7.69,Clear,Monday,Dinner Peak,24,446
35.26,54.7,4.22,Tier 1,6.12,Fog,Friday,Afternoon,38,341
57.82,76.4,5.91,Tier 3,13.44,Rain,Saturday,Off-Peak,54,73
27.01,42.9,11.14,Tier 1,14.37,Heavy Snow,Tuesday,Afternoon,5,329
15.96,76.3,12.16,Tier 1,4.23,Rain,Sunday,Dinner Peak,6,308
35.27,39.0,21.92,Tier 1,16.66,Clear,Friday,Off-Peak,30,253
35.82,64.6,2.05,Tier 1,9.84,Rain,Friday,Afternoon,41,294
105.47,59.9,12.47,Tier 1,0.57,Fog,Wednesday,Afternoon,38,286
51.58,26.9,11.0,Tier 2,0.73,Clear,Friday,Afternoon,48,376
12.19,76.5,4.99,Tier 2,10.59,Clear,Tuesday,Morning Peak,54,175
37.81,64.7,4.35,Tier 1,14.65,Clear,Friday,Dinner Peak,7,186
19.24,45.0,20.95,Tier 2,7.97,Clear,Thursday,Afternoon,23,87
68.26,64.8,6.89,Tier 2,10.81,Rain,Saturday,Dinner Peak,52,478
103.09,28.4,19.32,Tier 1,11.96,Rain,Saturday,Dinner Peak,15,262
12.77,66.1,11.65,Tier 1,13.55,Heavy Snow,Saturday,Morning Peak,9,169
22.56,77.1,10.41,Tier 3,5.71,Fog,Saturday,Afternoon,26,200
41.62,27.2,8.96,Tier 2,2.86,Clear,Friday,Afternoon,52,263
62.81,37.3,5.76,Tier 1,12.25,Rain,Friday,Off-Peak,26,464
57.73,42.5,4.54,Tier 3,13.76,Clear,Tuesday,Afternoon,24,303
97.49,28.2,4.72,Tier 2,8.78,Clear,Sunday,Afternoon,55,90
72.78,57.8,2.36,Tier 3,4.22,Rain,Sunday,Morning Peak,13,71
73.47,79.0,18.12,Tier 1,2.16,Clear,Thursday,Dinner Peak,12,191
29.54,21.3,12.18,Tier 1,11.38,Clear,Saturday,Dinner Peak,11,231
54.51,54.5,14.73,Tier 1,14.91,Clear,Tuesday,Afternoon,11,100
74.19,79.3,12.51,Tier 2,10.48,Rain,Thursday,Off-Peak,11,131
82.38,63.0,19.63,Tier 2,9.16,Clear,Sunday,Dinner Peak,49,67
26.67,27.7,9.71,Tier 1,0.6,Rain,Saturday,Afternoon,16,260
104.59,68.6,1.06,Tier 2,11.66,Clear,Wednesday,Afternoon,57,332
84.34,40.3,11.29,Tier 2,5.37,Fog,Wednesday,Morning Peak,32,467
27.18,61.0,15.52,Tier 2,12.02,Clear,Thursday,Afternoon,7,446
56.06,67.8,18.54,Tier 1,5.04,Clear,Sunday,Off-Peak,46,337
11.22,77.9,3.57,Tier 2,12.33,Clear,Wednesday,Dinner Peak,38,175
53.8,54.5,7.03,Tier 1,12.92,Clear,Wednesday,Dinner Peak,27,319
78.81,98.4,9.2,Tier 1,7.95,Clear,Friday,Afternoon,1,234
130.41,70.3,6.55,Tier 1,0.52,Clear,Sunday,Dinner Peak,52,229
37.78,51.0,4.48,Tier 1,6.43,Clear,Wednesday,Afternoon,33,143
51.22,19.7,6.26,Tier 1,1.94,Clear,Sunday,Afternoon,10,403
8.9,92.9,20.42,Tier 1,9.52,Clear,Monday,Afternoon,28,156
17.71,37.4,0.78,Tier 1,13.01,Clear,Sunday,Dinner Peak,25,282
63.52,37.3,7.39,Tier 2,6.84,Clear,Sunday,Off-Peak,17,169
107.61,45.8,15.1,Tier 1,9.53,Rain,Thursday,Afternoon,58,351
44.06,80.2,7.06,Tier 1,4.93,Clear,Sunday,Afternoon,47,29
26.09,86.8,19.08,Tier 2,2.61,Rain,Thursday,Morning Peak,31,300
54.15,79.2,6.02,Tier 1,3.12,Clear,Friday,Dinner Peak,56,484
43.86,97.4,0.94,Tier 1,6.82,Clear,Monday,Morning Peak,23,408
24.99,62.0,12.81,Tier 1,0.27,Clear,Wednesday,Off-Peak,30,100
88.2,95.5,1.19,Tier 1,14.63,Rain,Saturday,Morning Peak,1,442
31.29,62.4,19.14,Tier 2,14.95,,Monday,Dinner Peak,43,172
83.04,71.1,11.21,Tier 1,12.58,Clear,Wednesday,Dinner Peak,1,47
18.46,71.2,19.2,Tier 1,5.4,Rain,Friday,Dinner Peak,20,346
37.76,21.0,18.13,Tier 1,8.38,Clear,Tuesday,Afternoon,27,89
17.04,55.3,1.87,Tier 1,2.26,Fog,Thursday,Morning Peak,56,471
72.39,44.3,10.44,Tier 1,0.67,Clear,Sunday,Afternoon,52,469
54.72,79.8,11.49,Tier 2,0.71,Rain,Wednesday,Afternoon,34,173
34.8,68.8,19.05,Tier 1,8.76,Clear,Sunday,Afternoon,45,238
59.36,51.2,8.12,Tier 1,7.69,Rain,Monday,Afternoon,39,320
61.06,36.3,19.16,Tier 1,6.33,Clear,Thursday,Morning Peak,45,179
66.05,24.4,20.83,Tier 1,9.61,Clear,Tuesday,Off-Peak,18,241
38.57,79.0,19.41,Tier 1,7.77,Clear,Thursday,Off-Peak,27,233
38.87,35.4,6.86,Tier 2,8.61,Fog,Monday,Afternoon,41,204
41.02,41.2,11.12,Tier 1,12.25,Fog,Saturday,Off-Peak,24,493
40.54,59.4,8.37,Tier 3,2.43,Clear,Wednesday,Dinner Peak,27,319
35.37,77.8,5.27,Tier 1,0.65,Heavy Snow,Friday,Afternoon,47,491
113.92,38.9,16.26,Tier 2,2.47,Clear,Thursday,Afternoon,54,365
62.07,38.3,15.89,Tier 1,2.09,Clear,Sunday,Afternoon,24,185
61.68,37.6,16.25,Tier 3,6.88,Clear,Thursday,Afternoon,36,57
71.19,40.5,3.69,Tier 2,7.42,Clear,Wednesday,Morning Peak,17,102
16.13,31.5,2.63,Tier 1,10.9,Rain,Monday,Off-Peak,5,135
55.84,62.8,1.16,Tier 3,4.55,Clear,Friday,Dinner Peak,33,68
36.28,47.3,17.47,Tier 1,11.99,Clear,Wednesday,Morning Peak,19,57
120.6,82.4,4.03,Tier 2,3.79,Fog,Wednesday,Afternoon,18,333
112.22,66.7,5.43,Tier 1,14.19,Clear,Thursday,Afternoon,1,62
90.86,43.2,13.06,Tier 1,7.1,Rain,Tuesday,Afternoon,7,90
95.51,33.3,0.79,Tier 3,9.3,Clear,Wednesday,Dinner Peak,48,164
17.01,73.9,13.65,Tier 1,6.99,Fog,Wednesday,Morning Peak,13,441
12.52,37.5,21.18,Tier 3,1.41,Clear,Wednesday,Afternoon,4,394
103.13,50.0,12.02,Tier 1,0.22,Heavy Snow,Wednesday,Afternoon,34,434
62.73,70.2,14.45,Tier 1,11.1,Clear,Monday,Morning Peak,52,191
67.21,50.2,13.25,Tier 1,1.18,Rain,Wednesday,Afternoon,19,99
63.89,49.9,12.24,Tier 3,1.67,Clear,Friday,Dinner Peak,48,410
78.69,43.6,18.08,Tier 2,8.88,Fog,Saturday,Morning Peak,30,270
93.57,46.2,10.69,Tier 3,2.36,Clear,Thursday,Afternoon,13,304
75.38,20.3,19.74,Tier 1,6.07,Rain,Friday,Off-Peak,55,226
114.91,39.0,15.61,Tier 1,4.49,Rain,Monday,Afternoon,18,31
110.82,32.6,14.19,Tier 3,11.69,Rain,Friday,Afternoon,57,180
23.62,25.5,15.24,Tier 1,7.73,Rain,Tuesday,Afternoon,52,95
76.38,25.0,1.08,Tier 2,4.71,Clear,Thursday,Afternoon,10,63
80.54,68.0,12.79,Tier 3,6.85,Rain,Thursday,Morning Peak,38,101
67.51,72.9,1.71,Tier 2,7.25,Rain,Saturday,Morning Peak,54,290
101.83,35.1,13.57,Tier 2,1.17,Clear,Thursday,Off-Peak,32,46
85.52,74.1,4.65,Tier 1,6.09,Clear,Wednesday,Morning Peak,7,429
31.62,76.6,2.91,Tier 3,8.22,Rain,Friday,Morning Peak,25,380
27.14,50.0,1.68,Tier 3,6.28,Clear,Tuesday,Afternoon,33,362
14.81,38.6,7.26,Tier 1,15.2,Clear,Monday,Dinner Peak,1,296
31.47,75.8,4.36,Tier 1,9.59,Clear,Tuesday,Afternoon,37,87
83.99,17.3,4.07,Tier 2,9.31,Clear,Monday,Morning Peak,3,371
94.21,89.3,2.17,Tier 2,3.08,Fog,Wednesday,Morning Peak,2,90
107.09,70.4,17.72,Tier 2,13.5,Clear,Sunday,Afternoon,8,339
37.81,62.2,1.5,Tier 3,1.67,Clear,Friday,Afternoon,20,279
17.04,44.2,14.09,Tier 1,10.37,Clear,Monday,Afternoon,18,344
91.07,63.1,13.92,Tier 1,3.72,Clear,Saturday,Afternoon,9,496
15.33,82.9,4.36,Tier 2,3.58,Clear,Friday,Afternoon,2,494
62.2,37.4,14.2,Tier 2,7.74,Clear,Saturday,Afternoon,17,210
32.37,42.2,14.42,Tier 1,4.0,Clear,Thursday,Morning Peak,25,456
37.37,44.4,7.45,Tier 2,15.17,Clear,Sunday,Dinner Peak,43,29
48.49,26.4,1.88,Tier 1,4.4,Rain,Sunday,Dinner Peak,53,420
73.03,84.6,11.41,Tier 2,5.97,Clear,Monday,Dinner Peak,37,259
10.27,33.1,1.53,Tier 3,1.97,Rain,Saturday,Afternoon,27,265
42.14,33.6,15.12,Tier 2,6.06,Rain,Friday,Morning Peak,12,148
45.53,23.9,3.12,Tier 3,9.58,Clear,Friday,Morning Peak,48,174
69.82,58.0,18.67,Tier 2,0.28,Clear,Thursday,Dinner Peak,59,499
73.72,70.6,10.02,Tier 3,2.37,Rain,Sunday,Dinner Peak,1,428
103.4,44.0,13.55,Tier 1,6.45,Rain,Saturday,Off-Peak,1,376
63.16,48.5,4.93,Tier 1,2.82,Rain,Sunday,Dinner Peak,43,60
95.37,26.1,16.84,Tier 2,15.57,Fog,Sunday,Morning Peak,55,372
33.55,45.7,16.62,Tier 1,2.94,Clear,Wednesday,Morning Peak,28,401
49.17,66.1,4.83,Tier 1,5.93,Rain,Tuesday,Dinner Peak,7,411
66.68,58.7,12.1,Tier 2,6.48,Fog,Sunday,Dinner Peak,36,241
77.82,33.6,7.43,Tier 3,6.26,Heavy Snow,Thursday,Afternoon,45,382
19.27,25.2,9.33,Tier 2,13.56,Clear,Saturday,Dinner Peak,12,108
58.74,50.5,8.97,Tier 3,13.55,Clear,Sunday,Dinner Peak,15,285
88.53,68.7,3.65,Tier 1,8.53,Clear,Tuesday,Afternoon,5,12
54.12,30.2,19.23,Tier 1,7.37,Clear,Wednesday,Afternoon,20,194
23.31,17.3,2.18,Tier 2,2.3,Rain,Wednesday,Afternoon,21,431
25.05,43.9,15.79,Tier 1,16.23,Clear,Sunday,Dinner Peak,46,53
49.18,39.0,20.0,Tier 1,8.17,Heavy Snow,Wednesday,Morning Peak,13,326
105.74,44.4,18.49,Tier 3,4.09,Clear,Thursday,Morning Peak,36,470
64.49,37.9,9.54,Tier 2,2.93,Clear,Tuesday,Afternoon,37,32
49.62,18.7,9.02,Tier 3,9.04,Fog,Monday,Dinner Peak,24,111
88.12,76.3,4.84,Tier 1,11.67,Clear,Saturday,Dinner Peak,36,380
43.84,65.5,15.58,Tier 2,12.62,Rain,Wednesday,Morning Peak,8,353
29.17,27.9,20.66,Tier 1,4.73,Fog,Saturday,Afternoon,30,242
18.98,26.7,7.99,Tier 2,5.16,Clear,Monday,Dinner Peak,28,396
53.09,29.3,15.69,Tier 1,5.71,Clear,Sunday,Afternoon,30,183
20.36,57.6,18.77,Tier 3,11.17,Clear,Monday,Afternoon,54,92
50.15,26.1,14.09,Tier 3,15.41,Clear,Friday,Dinner Peak,49,420
55.32,43.3,10.42,Tier 1,1.59,Rain,Monday,Morning Peak,18,181
27.54,83.0,3.26,Tier 1,8.04,Rain,Sunday,Morning Peak,16,347
99.54,87.4,6.11,Tier 1,7.07,Rain,Thursday,Afternoon,56,394
46.69,31.5,6.39,Tier 2,1.23,Clear,Monday,Off-Peak,58,316
110.57,33.1,9.61,Tier 2,10.9,Clear,Saturday,Off-Peak,38,242
40.62,30.5,4.32,Tier 1,4.68,Rain,Monday,Afternoon,4,17
117.04,75.8,6.31,Tier 3,0.27,Clear,Sunday,Dinner Peak,26,364
90.34,67.0,8.61,Tier 1,5.51,Clear,Monday,Afternoon,31,291
93.53,53.4,6.19,Tier 2,1.35,Clear,Friday,Dinner Peak,38,430
44.03,42.5,0.88,Tier 1,5.87,Rain,Monday,Dinner Peak,34,316
27.85,38.2,19.42,Tier 2,3.99,Fog,Tuesday,Morning Peak,28,473
54.92,45.8,15.24,Tier 1,9.67,Clear,Saturday,Dinner Peak,51,452
32.54,27.5,12.63,Tier 1,10.68,Fog,Thursday,Afternoon,40,41
21.67,32.8,17.74,Tier 3,7.79,Clear,Saturday,Afternoon,29,114
104.31,63.4,5.31,Tier 3,2.69,Clear,Thursday,Morning Peak,17,276
107.22,66.2,5.82,Tier 1,10.69,Fog,Friday,Morning Peak,9,209
51.82,21.6,17.04,Tier 2,10.76,Clear,Thursday,Afternoon,3,404
87.83,43.6,2.17,Tier 1,9.68,Clear,Sunday,Off-Peak,17,210
37.15,40.3,15.28,Tier 1,4.69,Clear,Wednesday,Morning Peak,17,478
82.66,58.6,15.64,Tier 1,8.16,Clear,Monday,Morning Peak,46,225
83.08,15.8,7.89,Tier 1,14.55,Clear,Sunday,Morning Peak,40,162
77.13,26.5,8.1,Tier 1,2.92,Rain,Saturday,Morning Peak,52,22
95.51,38.0,15.47,Tier 1,12.6,Clear,Wednesday,Morning Peak,39,138
24.11,21.7,3.88,Tier 3,3.15,Clear,Friday,Afternoon,32,313
94.47,44.0,2.79,Tier 2,3.54,Rain,Wednesday,Dinner Peak,28,337
17.7,38.5,17.3,Tier 2,0.21,Heavy Snow,Wednesday,Afternoon,20,14
18.97,49.6,11.13,Tier 2,4.0,Rain,Thursday,Morning Peak,38,118
61.4,64.7,11.3,Tier 1,10.68,Fog,Tuesday,Afternoon,15,179
15.48,32.6,15.71,Tier 2,1.85,Clear,Wednesday,Dinner Peak,58,433
19.75,69.0,22.12,Tier 2,8.37,Clear,Tuesday,Morning Peak,43,357
91.97,57.2,9.28,Tier 1,11.92,Clear,Monday,Off-Peak,4,213
120.96,94.8,16.66,Tier 1,10.0,Rain,Monday,Dinner Peak,31,399
42.39,57.9,13.01,Tier 2,12.44,Rain,Friday,Morning Peak,15,468
65.02,87.9,20.27,Tier 2,9.16,Heavy Snow,Wednesday,Afternoon,55,83
104.97,66.3,14.15,Tier 1,8.16,Clear,Thursday,Afternoon,46,114
90.8,78.8,2.75,Tier 1,11.45,Rain,Sunday,Dinner Peak,24,99
108.56,56.0,16.73,Tier 1,2.0,Clear,Sunday,Afternoon,19,413
68.5,21.9,2.6,Tier 2,5.87,Clear,Friday,Dinner Peak,5,202
69.48,40.3,4.71,Tier 1,0.29,Clear,Friday,Off-Peak,37,436
32.98,32.6,15.62,Tier 1,15.69,Rain,Saturday,Afternoon,56,471
20.04,43.1,1.06,Tier 2,9.79,Heavy Snow,Thursday,Off-Peak,43,319
72.08,41.7,2.2,Tier 1,12.76,Rain,Saturday,Dinner Peak,35,12
30.21,49.4,15.66,Tier 1,14.57,Clear,Saturday,Dinner Peak,44,441
45.46,64.2,1.99,Tier 1,14.6,Rain,Monday,Dinner Peak,1,293
21.12,76.5,11.82,Tier 1,8.27,Rain,Wednesday,Afternoon,51,298
79.98,54.5,7.0,Tier 1,4.17,Clear,Sunday,Afternoon,5,31
47.04,25.1,17.68,Tier 2,4.34,Clear,Monday,Morning Peak,23,51
102.55,62.6,5.6,Tier 1,12.45,Fog,Tuesday,Dinner Peak,4,197
64.26,55.0,21.15,Tier 3,3.53,Clear,Monday,Off-Peak,3,197
72.39,53.3,6.48,Tier 2,3.74,Rain,Thursday,Off-Peak,5,67
26.26,46.4,11.12,Tier 1,2.76,Rain,Sunday,Morning Peak,16,495
56.48,22.3,12.37,Tier 1,15.64,Heavy Snow,Tuesday,Afternoon,13,402
106.8,49.2,3.76,Tier 1,2.38,Fog,Sunday,Off-Peak,22,320
96.03,18.4,11.16,Tier 1,3.31,Rain,Monday,Morning Peak,40,360
20.36,18.8,17.48,Tier 1,12.39,Clear,Monday,Morning Peak,26,119
48.32,53.0,6.05,Tier 2,14.78,Clear,Friday,Dinner Peak,25,371
64.54,38.5,7.22,Tier 1,15.08,Heavy Snow,Saturday,Afternoon,33,48
43.82,63.2,1.84,Tier 3,6.48,Clear,Monday,Afternoon,44,478
37.48,54.5,5.52,Tier 2,2.75,Clear,Saturday,Morning Peak,11,165
49.8,45.9,17.52,Tier 1,0.92,Heavy Snow,Wednesday,Dinner Peak,19,80
40.57,36.1,11.08,Tier 1,4.39,Clear,Tuesday,Afternoon,42,141
35.63,39.2,18.43,Tier 2,0.46,Clear,Monday,Dinner Peak,5,144
70.43,36.0,7.07,Tier 1,11.46,Clear,Monday,Afternoon,49,425
69.4,53.4,14.44,Tier 1,13.98,Clear,Friday,Morning Peak,38,28
57.95,62.1,14.29,Tier 1,6.4,Rain,Monday,Afternoon,11,488
52.13,81.6,15.34,Tier 2,5.43,Clear,Tuesday,Off-Peak,45,14
30.35,32.9,3.61,Tier 3,7.15,Rain,Thursday,Afternoon,8,97
121.54,33.6,12.5,Tier 3,1.02,Heavy Snow,Sunday,Morning Peak,35,86
96.58,44.7,1.85,Tier 1,5.59,Heavy Snow,Friday,Afternoon,29,146
54.19,86.7,6.75,Tier 2,9.81,Clear,Thursday,Afternoon,29,96
123.2,62.5,15.21,Tier 1,4.25,Clear,Monday,Afternoon,21,140
107.31,77.5,14.29,Tier 2,12.13,Rain,Sunday,Morning Peak,57,472
95.36,55.6,13.26,Tier 3,3.76,Clear,Monday,Afternoon,54,109
93.96,20.1,9.71,Tier 2,10.66,Clear,Tuesday,Dinner Peak,14,220
21.41,44.1,14.86,Tier 2,6.37,Heavy Snow,Sunday,Afternoon,33,398
74.47,84.1,12.16,Tier 2,7.32,Fog,Sunday,Afternoon,55,360
93.81,25.4,3.73,Tier 3,12.27,Clear,Tuesday,Afternoon,24,210
47.06,34.2,10.92,Tier 2,0.79,Clear,Wednesday,Off-Peak,18,263
23.5,79.7,19.71,Tier 1,9.18,Clear,Tuesday,Afternoon,18,130
61.01,70.7,14.77,Tier 1,3.71,Fog,Wednesday,Afternoon,37,117
76.6,83.3,19.61,Tier 2,6.13,Clear,Sunday,Afternoon,17,59
94.34,86.7,5.31,Tier 1,11.11,Rain,Friday,Off-Peak,33,400
73.18,89.0,17.77,Tier 1,12.34,Heavy Snow,Saturday,Dinner Peak,19,156
71.37,78.8,4.27,Tier 2,14.14,Clear,Sunday,Morning Peak,17,297
39.28,16.0,5.02,Tier 1,7.4,Rain,Thursday,Afternoon,44,393
15.69,90.9,14.98,Tier 1,10.81,Rain,Tuesday,Dinner Peak,51,413
92.77,28.4,6.03,Tier 1,12.43,Clear,Saturday,Afternoon,24,6
120.65,36.6,10.52,Tier 3,13.31,Fog,Saturday,Off-Peak,5,141
114.42,19.8,13.87,Tier 1,10.47,Rain,Friday,Dinner Peak,53,473
25.77,75.0,7.81,Tier 1,7.24,,Friday,Off-Peak,47,418
15.68,64.5,7.99,Tier 1,11.37,Clear,Saturday,Off-Peak,23,243
92.44,20.8,14.04,Tier 1,3.8,Fog,Monday,Afternoon,11,196
21.54,31.8,0.72,Tier 1,6.93,Heavy Snow,Sunday,Afternoon,13,412
117.01,23.1,16.77,Tier 1,2.41,Fog,Wednesday,Dinner Peak,35,39
18.2,51.3,20.66,Tier 2,3.55,Fog,Saturday,Dinner Peak,57,153
35.56,47.0,22.36,Tier 2,8.25,Rain,Saturday,Morning Peak,58,224
45.61,44.8,17.42,Tier 1,6.99,Fog,Saturday,Afternoon,41,182
102.4,28.7,9.9,Tier 1,4.84,Clear,Thursday,Off-Peak,21,119
23.72,30.3,13.53,Tier 3,6.16,Clear,Tuesday,Morning Peak,24,123
58.85,82.9,16.05,Tier 1,10.88,Heavy Snow,Tuesday,Off-Peak,49,407
23.3,88.8,4.28,Tier 2,8.64,Clear,Tuesday,Afternoon,40,89
77.64,14.6,10.68,Tier 1,2.58,Clear,Wednesday,Afternoon,29,298
73.87,15.0,6.7,Tier 2,4.41,Clear,Friday,Afternoon,52,211
41.85,65.5,10.56,Tier 3,6.84,Clear,Tuesday,Morning Peak,9,442
31.86,18.9,17.14,Tier 3,10.93,Rain,Sunday,Dinner Peak,55,61
78.59,62.9,4.28,Tier 1,10.1,Clear,Thursday,Afternoon,12,151
42.32,55.8,14.34,Tier 1,7.55,Rain,Saturday,Morning Peak,14,132
99.13,30.8,16.74,Tier 2,10.21,Clear,Thursday,Dinner Peak,46,310
90.16,46.2,16.66,Tier 2,6.97,Fog,Thursday,Dinner Peak,46,169
105.19,73.4,3.76,Tier 1,6.51,Heavy Snow,Wednesday,Dinner Peak,24,286
40.47,67.1,8.02,Tier 1,5.47,Fog,Sunday,Morning Peak,47,462
32.89,70.1,15.94,Tier 1,0.68,Rain,Monday,Afternoon,5,399
29.61,67.2,5.23,Tier 1,2.06,Clear,Sunday,Afternoon,16,470
105.93,52.4,14.05,Tier 1,4.17,Fog,Thursday,Afternoon,53,91
24.7,40.0,5.66,Tier 1,7.0,Clear,Tuesday,Afternoon,13,276
21.3,79.8,15.52,Tier 1,9.15,Clear,Tuesday,Dinner Peak,39,182
90.66,71.9,7.51,Tier 3,14.66,Heavy Snow,Wednesday,Afternoon,23,455
48.79,38.7,16.34,Tier 2,2.74,Fog,Monday,Dinner Peak,5,473
83.78,14.9,16.27,Tier 1,5.39,Clear,Monday,Off-Peak,11,306
16.91,100.5,11.56,Tier 2,6.5,Clear,Monday,Morning Peak,25,81
47.8,61.4,9.28,Tier 3,3.82,Clear,Saturday,Dinner Peak,20,71
67.55,24.3,12.92,Tier 3,5.37,Fog,Saturday,Off-Peak,11,185
14.32,66.3,7.04,Tier 1,11.02,Clear,Saturday,Morning Peak,28,450
67.62,75.9,18.06,Tier 2,0.27,Clear,Thursday,Off-Peak,58,376
20.6,51.1,14.91,Tier 1,14.91,Clear,Friday,Afternoon,56,462
87.02,24.8,14.45,Tier 2,1.15,Clear,Tuesday,Morning Peak,3,278
17.65,28.9,7.84,Tier 1,7.46,Heavy Snow,Friday,Dinner Peak,22,308
14.49,49.3,13.49,Tier 2,3.93,,Wednesday,Afternoon,48,477
37.65,23.1,18.41,Tier 3,2.15,Clear,Tuesday,Afternoon,21,239
106.59,63.3,5.83,Tier 1,8.8,Clear,Wednesday,Afternoon,58,478
79.54,52.8,3.21,Tier 2,8.17,Clear,Thursday,Dinner Peak,9,147
91.75,59.3,12.62,Tier 1,4.14,Rain,Thursday,Afternoon,19,44
27.02,42.0,18.21,Tier 2,6.54,Rain,Friday,Dinner Peak,39,198
95.65,25.4,20.59,Tier 1,2.7,Clear,Saturday,Dinner Peak,26,91
18.56,83.8,2.99,Tier 1,13.31,Fog,Sunday,Dinner Peak,16,291
71.18,62.7,14.19,Tier 1,8.67,Fog,Thursday,Afternoon,44,11
106.37,18.6,5.03,Tier 3,2.73,Clear,Monday,Afternoon,8,82
75.15,75.2,16.5,Tier 1,8.09,Fog,Wednesday,Afternoon,3,15
117.68,66.4,16.47,Tier 1,11.47,Heavy Snow,Sunday,Morning Peak,8,431
112.61,91.6,4.16,Tier 3,8.84,Rain,Saturday,Afternoon,59,173
136.2,18.3,9.37,Tier 1,8.5,Clear,Tuesday,Afternoon,5,199
74.37,46.5,9.01,Tier 1,1.7,Heavy Snow,Saturday,Afternoon,57,12
38.57,74.2,5.44,Tier 1,5.82,Clear,Wednesday,Afternoon,20,140
15.87,86.2,5.04,Tier 1,11.58,Clear,Wednesday,Afternoon,47,342
71.91,48.0,9.73,Tier 1,15.1,Rain,Tuesday,Afternoon,15,245
56.78,32.4,6.43,Tier 1,2.57,Clear,Thursday,Afternoon,4,219
115.17,21.3,7.33,Tier 3,5.09,Rain,Tuesday,Morning Peak,59,441
64.15,32.9,9.85,Tier 1,7.09,Heavy Snow,Wednesday,Morning Peak,40,402
85.62,59.4,11.38,Tier 3,3.16,Clear,Saturday,Dinner Peak,50,154
29.0,49.6,12.69,Tier 1,8.73,Clear,Friday,Dinner Peak,14,39
83.38,35.3,9.88,Tier 3,11.56,Clear,Sunday,Morning Peak,2,28
82.05,19.4,0.98,Tier 1,16.43,Clear,Wednesday,Afternoon,24,163
31.42,40.2,6.51,Tier 1,5.88,Rain,Sunday,Afternoon,29,488
71.53,67.9,18.24,Tier 2,13.14,Heavy Snow,Tuesday,Morning Peak,4,346
71.36,17.8,14.5,Tier 2,1.14,Heavy Snow,Wednesday,Afternoon,18,80
26.01,77.2,18.63,Tier 2,12.53,Clear,Tuesday,Off-Peak,1,62
58.05,30.1,8.82,Tier 2,10.08,Clear,Sunday,Afternoon,25,34
90.03,73.9,7.86,Tier 1,10.68,Rain,Sunday,Afternoon,50,240
54.87,50.1,15.01,Tier 1,3.69,Fog,Wednesday,Afternoon,44,440
128.67,78.9,8.78,Tier 1,2.54,Clear,Monday,Dinner Peak,21,457
69.82,61.9,2.62,Tier 3,0.27,Rain,Monday,Morning Peak,33,421
50.91,80.3,4.33,Tier 2,3.98,Clear,Wednesday,Afternoon,52,487
14.39,77.9,15.34,Tier 1,0.54,Fog,Tuesday,Dinner Peak,47,226
31.49,18.2,9.04,Tier 1,5.55,Clear,Friday,Afternoon,39,158
43.93,63.2,17.78,Tier 3,5.21,Clear,Monday,Morning Peak,35,145
102.99,95.5,17.38,Tier 1,9.85,Clear,Thursday,Afternoon,14,422
76.16,86.6,11.09,Tier 1,8.21,Rain,Wednesday,Dinner Peak,35,423
78.79,25.7,1.19,Tier 3,9.18,Rain,Friday,Dinner Peak,27,204
11.88,60.9,5.62,Tier 1,7.72,Heavy Snow,Sunday,Morning Peak,7,220
30.48,21.1,2.88,Tier 1,6.06,Clear,Friday,Morning Peak,40,188
75.31,73.8,0.59,Tier 1,9.43,Rain,Monday,Dinner Peak,10,179
111.66,24.5,15.98,Tier 1,11.27,Clear,Monday,Afternoon,18,417
92.07,45.0,16.07,Tier 3,12.85,Clear,Tuesday,Off-Peak,32,427
110.37,65.6,8.38,Tier 3,4.09,Clear,Saturday,Afternoon,43,305
32.17,49.0,20.95,Tier 1,6.25,Clear,Tuesday,Off-Peak,18,432
85.94,78.1,11.45,Tier 2,13.55,Rain,Friday,Dinner Peak,35,391
14.9,31.9,14.68,Tier 1,7.31,Clear,Sunday,Dinner Peak,8,181
70.17,54.8,6.39,Tier 2,2.41,Clear,Monday,Off-Peak,19,318
106.16,75.6,16.7,Tier 1,0.3,Clear,Saturday,Dinner Peak,59,14
